Date,Year,Month,Week,Store_ID,Product_ID,Category,Season,Holiday,Promotion,Price,Inventory_Level,Temperature,Rainfall,Quantity_Sold,Sales
2015-01-01,2015,1,1,S01,P003,Toys,Winter,Yes,No,71.48,311,24,7,94,6719.12
2015-01-01,2015,1,1,S02,P032,Toys,Winter,Yes,Yes,33.75,863,21,0,140,4725.0
2015-01-01,2015,1,1,S03,P009,Bakery,Winter,Yes,No,48.88,390,36,10,80,3910.4
2015-01-01,2015,1,1,S04,P024,Beverages,Winter,Yes,Yes,93.3,345,24,9,141,13155.3
2015-01-01,2015,1,1,S05,P038,Grocery,Winter,Yes,Yes,20.41,410,27,5,104,2122.64
2015-01-01,2015,1,1,S06,P031,Home,Winter,Yes,Yes,72.22,613,15,3,155,11194.1
2015-01-01,2015,1,1,S07,P003,Electronics,Winter,Yes,Yes,39.63,721,31,1,172,6816.36
2015-01-08,2015,1,2,S01,P037,Home,Winter,No,No,109.99,253,13,12,50,5499.5
2015-01-08,2015,1,2,S02,P011,Home,Winter,No,No,26.96,457,23,6,97,2615.12
2015-01-08,2015,1,2,S03,P034,Toys,Winter,No,Yes,18.74,566,19,2,82,1536.68
2015-01-08,2015,1,2,S04,P012,Bakery,Winter,No,No,44.97,545,17,0,106,4766.82
2015-01-08,2015,1,2,S05,P016,Clothing,Winter,No,Yes,56.53,696,15,6,114,6444.42
2015-01-08,2015,1,2,S06,P016,Beverages,Winter,No,No,119.11,378,26,7,110,13102.1
2015-01-08,2015,1,2,S07,P030,Beverages,Winter,No,No,20.61,654,28,5,108,2225.88
2015-01-15,2015,1,3,S01,P032,Home,Winter,No,No,69.25,201,23,0,36,2493.0
2015-01-15,2015,1,3,S02,P006,Clothing,Winter,No,Yes,74.95,596,14,7,115,8619.25
2015-01-15,2015,1,3,S03,P033,Bakery,Winter,No,No,44.47,365,38,12,85,3779.95
2015-01-15,2015,1,3,S04,P010,Toys,Winter,No,No,42.15,133,31,3,121,5100.15
2015-01-15,2015,1,3,S05,P031,Toys,Winter,No,Yes,18.38,403,23,3,94,1727.72
2015-01-15,2015,1,3,S06,P007,Toys,Winter,No,No,37.83,786,25,2,84,3177.72
2015-01-15,2015,1,3,S07,P026,Toys,Winter,No,No,27.08,458,15,1,117,3168.36
2015-01-22,2015,1,4,S01,P020,Grocery,Winter,No,No,58.33,861,34,11,112,6532.96
2015-01-22,2015,1,4,S02,P028,Beverages,Winter,No,No,90.5,313,18,9,99,8959.5
2015-01-22,2015,1,4,S03,P014,Grocery,Winter,No,No,51.97,491,37,12,76,3949.72
2015-01-22,2015,1,4,S04,P028,Grocery,Winter,No,No,99.75,456,18,5,92,9177.0
2015-01-22,2015,1,4,S05,P019,Beverages,Winter,No,No,38.81,611,26,4,94,3648.14
2015-01-22,2015,1,4,S06,P022,Home,Winter,No,Yes,36.86,557,37,7,122,4496.92
2015-01-22,2015,1,4,S07,P024,Beverages,Winter,No,No,51.6,272,29,6,113,5830.8
2015-01-29,2015,1,5,S01,P039,Grocery,Winter,No,No,101.19,116,28,5,89,9005.91
2015-01-29,2015,1,5,S02,P019,Clothing,Winter,No,No,32.7,415,13,8,50,1635.0
2015-01-29,2015,1,5,S03,P037,Electronics,Winter,No,No,114.38,296,28,9,111,12696.18
2015-01-29,2015,1,5,S04,P002,Toys,Winter,No,No,44.02,688,16,8,102,4490.04
2015-01-29,2015,1,5,S05,P021,Bakery,Winter,No,No,80.63,692,11,0,96,7740.48
2015-01-29,2015,1,5,S06,P039,Clothing,Winter,No,No,93.86,220,29,12,101,9479.86
2015-01-29,2015,1,5,S07,P002,Electronics,Winter,No,No,66.72,457,12,6,87,5804.64
2015-02-05,2015,2,6,S01,P029,Electronics,Winter,No,No,75.13,839,24,9,57,4282.41
2015-02-05,2015,2,6,S02,P028,Clothing,Winter,No,No,44.48,672,26,7,92,4092.16
2015-02-05,2015,2,6,S03,P003,Electronics,Winter,No,No,26.56,749,16,9,104,2762.24
2015-02-05,2015,2,6,S04,P024,Bakery,Winter,No,No,115.43,719,11,2,85,9811.55
2015-02-05,2015,2,6,S05,P012,Toys,Winter,No,Yes,69.92,290,19,0,106,7411.52
2015-02-05,2015,2,6,S06,P028,Toys,Winter,No,Yes,92.35,603,15,2,118,10897.3
2015-02-05,2015,2,6,S07,P022,Bakery,Winter,No,No,24.91,280,28,11,69,1718.79
2015-02-12,2015,2,7,S01,P033,Electronics,Winter,No,No,85.14,196,22,1,82,6981.48
2015-02-12,2015,2,7,S02,P019,Clothing,Winter,No,No,102.68,201,21,8,128,13143.04
2015-02-12,2015,2,7,S03,P039,Home,Winter,No,Yes,38.42,781,15,10,105,4034.1
2015-02-12,2015,2,7,S04,P031,Beverages,Winter,No,Yes,109.18,696,16,4,97,10590.46
2015-02-12,2015,2,7,S05,P013,Grocery,Winter,No,No,69.19,126,12,6,62,4289.78
2015-02-12,2015,2,7,S06,P012,Clothing,Winter,No,No,46.22,740,25,12,63,2911.86
2015-02-12,2015,2,7,S07,P014,Grocery,Winter,No,Yes,115.31,306,17,3,96,11069.76
2015-02-19,2015,2,8,S01,P036,Home,Winter,No,No,19.42,226,10,0,53,1029.26
2015-02-19,2015,2,8,S02,P025,Grocery,Winter,No,Yes,81.14,856,31,2,140,11359.6
2015-02-19,2015,2,8,S03,P004,Electronics,Winter,No,No,71.49,566,20,2,45,3217.05
2015-02-19,2015,2,8,S04,P030,Home,Winter,No,No,86.57,473,31,1,56,4847.92
2015-02-19,2015,2,8,S05,P001,Home,Winter,No,Yes,14.04,637,19,2,69,968.76
2015-02-19,2015,2,8,S06,P008,Toys,Winter,No,Yes,76.11,442,35,0,134,10198.74
2015-02-19,2015,2,8,S07,P028,Toys,Winter,No,No,21.78,160,30,0,140,3049.2
2015-02-26,2015,2,9,S01,P014,Grocery,Winter,No,No,29.6,413,37,11,94,2782.4
2015-02-26,2015,2,9,S02,P008,Toys,Winter,No,No,58.38,574,15,10,59,3444.42
2015-02-26,2015,2,9,S03,P026,Grocery,Winter,No,No,56.91,817,36,12,54,3073.14
2015-02-26,2015,2,9,S04,P003,Electronics,Winter,No,No,49.78,580,32,4,79,3932.62
2015-02-26,2015,2,9,S05,P034,Home,Winter,No,No,115.5,887,37,8,96,11088.0
2015-02-26,2015,2,9,S06,P021,Clothing,Winter,No,Yes,57.63,789,20,8,138,7952.94
2015-02-26,2015,2,9,S07,P025,Grocery,Winter,No,No,110.77,183,32,11,65,7200.05
2015-03-05,2015,3,10,S01,P028,Clothing,Spring,No,Yes,59.92,679,31,11,83,4973.36
2015-03-05,2015,3,10,S02,P005,Grocery,Spring,No,No,97.96,538,19,2,56,5485.76
2015-03-05,2015,3,10,S03,P035,Beverages,Spring,No,Yes,114.41,347,33,2,95,10868.95
2015-03-05,2015,3,10,S04,P033,Electronics,Spring,No,No,83.9,779,22,12,76,6376.4
2015-03-05,2015,3,10,S05,P010,Beverages,Spring,No,No,73.04,233,12,10,89,6500.56
2015-03-05,2015,3,10,S06,P006,Home,Spring,No,No,29.06,112,24,2,51,1482.06
2015-03-05,2015,3,10,S07,P022,Electronics,Spring,No,Yes,34.79,160,25,6,112,3896.48
2015-03-12,2015,3,11,S01,P001,Clothing,Spring,No,Yes,38.75,894,32,9,48,1860.0
2015-03-12,2015,3,11,S02,P008,Electronics,Spring,No,No,53.07,194,13,7,64,3396.48
2015-03-12,2015,3,11,S03,P005,Bakery,Spring,No,No,66.1,107,26,11,109,7204.9
2015-03-12,2015,3,11,S04,P006,Bakery,Spring,No,No,18.33,516,37,7,79,1448.07
2015-03-12,2015,3,11,S05,P002,Home,Spring,No,No,57.76,681,32,7,88,5082.88
2015-03-12,2015,3,11,S06,P011,Home,Spring,No,Yes,62.45,578,22,4,145,9055.25
2015-03-12,2015,3,11,S07,P039,Home,Spring,No,No,62.59,476,30,11,96,6008.64
2015-03-19,2015,3,12,S01,P039,Clothing,Spring,No,Yes,94.63,127,27,9,59,5583.17
2015-03-19,2015,3,12,S02,P011,Grocery,Spring,No,No,92.58,268,34,3,47,4351.26
2015-03-19,2015,3,12,S03,P016,Toys,Spring,No,Yes,21.29,601,24,12,109,2320.61
2015-03-19,2015,3,12,S04,P027,Grocery,Spring,No,No,45.99,117,14,4,54,2483.46
2015-03-19,2015,3,12,S05,P008,Electronics,Spring,No,No,116.48,584,34,12,88,10250.24
2015-03-19,2015,3,12,S06,P021,Clothing,Spring,No,No,94.56,814,20,9,72,6808.32
2015-03-19,2015,3,12,S07,P024,Beverages,Spring,No,No,55.28,465,12,2,116,6412.48
2015-03-26,2015,3,13,S01,P036,Electronics,Spring,No,No,38.18,105,33,9,93,3550.74
2015-03-26,2015,3,13,S02,P011,Beverages,Spring,No,Yes,60.56,503,13,6,82,4965.92
2015-03-26,2015,3,13,S03,P013,Bakery,Spring,No,No,71.07,179,25,0,114,8101.98
2015-03-26,2015,3,13,S04,P040,Grocery,Spring,No,No,84.98,350,37,10,55,4673.9
2015-03-26,2015,3,13,S05,P029,Electronics,Spring,No,No,85.88,295,31,6,63,5410.44
2015-03-26,2015,3,13,S06,P024,Beverages,Spring,No,No,86.91,872,35,3,115,9994.65
2015-03-26,2015,3,13,S07,P004,Beverages,Spring,No,No,65.14,290,16,1,81,5276.34
2015-04-02,2015,4,14,S01,P033,Toys,Spring,No,No,95.79,807,32,9,71,6801.09
